module_id,question_text,answer_text
M5,How long should a body wash fragrance last on your skin?,All_day
M5,How important is lather/foam to your body wash experience?,Nice_to_have
M5,What texture do you prefer in a body wash?,Exfoliating
M5,What is your ideal post-wash skin feeling?,Moisturized
M5,Do you prefer packaging that looks:,Natural
M6,What body wash brand(s) do you currently use? List all.,"BBW Strawberry Poundcake, ThinkSkin, Plum Niacinamide"
M6,What do you like MOST about your current body wash? (Top 1-2 things),THE SMELL
M6,"What, if anything, frustrates you or feels 'just okay' about your current body wash?",Could lather more; needs exfoliating feature
M6,What body wash brands can you name off the top of your head? List as many as you can.,"BBW, ThinkSkin, Plum, Palmolive, Forest Essentials, KIEHLs"
M6,How would you categorize body washes in your mind? What makes one different from another?,Smell and feel
M6,Have you tried any of these newer/D2C body wash brands? Rate your experience for any you've used:,"{""mCaffeine (coffee-based)"":2,""Plum (green, fruity, vegan)"":4,""Beardo (men's grooming)"":1,""Mamaearth (natural, toxin-free)"":4,""Minimalist (clinical, transparent bottles)"":4,""Dot & Key (colorful, K-beauty style)"":2,""St. Botanica (Ayurvedic-modern mix)"":4}"
M6,"If you could design your PERFECT body wash from scratch, describe it. Think about fragrance, texture, benefit, packaging, price â€” anything.","Earthy-sweet vanilla with wet mud and rain notes; dark brownish, muddy look; exfoliating; thick gooey consistency"
M6,What claims or product descriptions on a body wash would make you stop and read more? Pick top 3:,"[""charcoal_detox"",""ayurvedic"",""shea_vitamin_e""]"
M6,What is the most you have ever paid for a body wash? What was it and was it worth it?,Don't remember exact amount; Kiehl's or BBW
M6,"Thinking back, was there a particular feature or benefit from Kiehl's or BBW that made you feel it was worth the price?",Good smell and lather feel
M6,Would you be interested in a body wash specifically formulated for Indian skin types and hard water conditions?,"{""rating"":5,""explanation"":""For my unique skin needs with urban dust and sunlight exposure""}"
M7,Where do you typically discover new personal care products? Pick your top 3:,"[""in_store"",""quick_commerce""]"
M7,Who do you follow or trust in the personal care space on social media? Name specific ones and what makes you trust them.,Don't use social media
M7,"When you're in-store or using quick commerce, do you rely on any specific sources or people for advice or recommendations on personal care products?",Just YouTube reviews
M7,Have you ever bought a personal care product because you saw it on social media? Describe what happened.,Nope
M7,"Have you ever watched a YouTube review that convinced you to purchase a product, and if so, what was it about the review that made you decide to buy?",Intended feel or look of the product
M7,Was there a particular moment or feature in the YouTube review that made you feel confident about the product's feel or look?,"Post unboxing, before and after use"
